word,start,end,duration,sentence_idx,word_idx,layer,richness,richness_normalized,pre_gap,word_length
really,266.816,267.056,0.2400000000000091,62,3,36,5.941110610961914,0.342788473406378,0.03999999999996362,6
easily,267.116,267.416,0.3000000000000113,62,4,36,9.522418975830078,0.549538636076365,0.060000000000002274,6
understood,267.516,268.076,0.5600000000000023,62,5,36,4.839938163757324,0.2792174095961167,0.10000000000002274,10
as,268.176,268.256,0.079999999999984,62,6,36,3.0799949169158936,0.17761528112712466,0.0999999999999659,2
the,268.297,268.397,0.0999999999999659,62,7,36,1.6654359102249146,0.0959523035380889,0.04100000000005366,3
fear,268.477,268.717,0.2400000000000091,62,8,36,4.146671295166016,0.2391948750215934,0.07999999999998408,4
of,268.737,268.797,0.0600000000000022,62,9,36,0.31239572167396545,0.01784082846206969,0.020000000000038654,2
disconnection.,268.837,269.517,0.6800000000000068,62,10,36,4.020366191864014,0.2319032380014733,0.03999999999996362,14
Is,270.378,270.458,0.0800000000000409,63,0,36,3.513855314108155,0.20266219095915955,0.0,2
there,270.498,270.658,0.160000000000025,63,1,36,3.9904043674468994,0.23017353158107798,0.03999999999996362,5
something,270.698,271.038,0.3400000000000318,63,2,36,3.31736421585083,0.19131869232988086,0.03999999999996362,9
about,271.098,271.438,0.339999999999975,63,3,36,2.976287364959717,0.1716282085121601,0.060000000000002274,5
me,271.538,271.779,0.2409999999999854,63,4,36,3.6009535789489746,0.20769040372094333,0.10000000000002274,2
that,272.279,272.399,0.1200000000000045,63,5,36,0.5598143935203552,0.032124393416610074,0.5,4
if,272.419,272.479,0.0600000000000022,63,6,36,8.085718154907227,0.4665974039423826,0.01999999999998181,2
other,272.579,272.739,0.1599999999999681,63,7,36,6.719632148742676,0.38773278933215455,0.10000000000002274,5
people,272.779,273.039,0.2599999999999909,63,8,36,0.33599424362182617,0.019203179244078116,0.040000000000020464,6
know,273.099,273.279,0.1800000000000068,63,9,36,3.5482499599456787,0.2046478056835555,0.060000000000002274,4
it,273.319,273.379,0.0600000000000022,63,10,36,3.258680820465088,0.18793087974690156,0.040000000000020464,2
or,273.46,273.54,0.0800000000000409,63,11,36,5.056281089782715,0.291706961064801,0.08099999999996044,2
see,273.64,273.84,0.1999999999999886,63,12,36,2.041808605194092,0.11768042856434123,0.0999999999999659,3
it?,273.9,273.98,0.0800000000000409,63,13,36,3.3395681381225586,0.1926005323933127,0.060000000000002274,3
that,274.843,274.983,0.1399999999999863,64,0,36,3.513855314108155,0.20266219095915955,0.0,4
I,275.183,275.263,0.079999999999984,64,1,36,4.300893306732178,0.24809816474983504,0.19999999999998863,1
won't,275.424,275.764,0.3400000000000318,64,2,36,3.039597988128662,0.17528315254527455,0.16100000000000136,5
be,276.765,276.885,0.1200000000000045,64,3,36,1.980872631072998,0.11416257383684025,1.0009999999999764,2
worthy,276.925,277.225,0.3000000000000113,64,4,36,9.232872009277344,0.5328229901904563,0.040000000000020464,6
of,277.305,277.365,0.0600000000000022,64,5,36,0.5416001081466675,0.031072876462396013,0.07999999999998408,2
connection.,277.446,277.926,0.4799999999999613,64,6,36,7.2056965827941895,0.4157934561527133,0.08100000000001728,11
The,278.667,278.767,0.1000000000000227,65,0,36,3.513855314108155,0.20266219095915955,0.0,3
things,278.787,278.987,0.2000000000000454,65,1,36,9.113483428955078,0.5259306464189152,0.01999999999998181,6
I,279.007,279.047,0.0400000000000204,65,2,36,1.7555718421936035,0.10115588186710088,0.01999999999998181,1
can,279.087,279.187,0.1000000000000227,65,3,36,3.7531204223632812,0.2164750478854914,0.03999999999996362,3
tell,279.227,279.367,0.1400000000000432,65,4,36,3.0984160900115967,0.17867874178063048,0.03999999999996362,4
you,279.387,279.467,0.079999999999984,65,5,36,0.13693682849407196,0.007711526259919257,0.01999999999998181,3
about,279.487,279.688,0.2009999999999649,65,6,36,1.5042290687561035,0.08664577717913392,0.020000000000038654,5
"it,",279.708,279.768,0.0599999999999454,65,7,36,2.476673126220703,0.14278530681041418,0.020000000000038654,3
it's,279.808,279.928,0.1200000000000045,65,8,36,1.4613738059997559,0.08417172813240625,0.040000000000020464,4
"universal,",280.008,280.508,0.5,65,9,36,5.918759346008301,0.3414981271992846,0.07999999999998408,10
we,280.849,280.949,0.1000000000000227,65,10,36,5.909450531005859,0.34096072611009065,0.3410000000000082,2
all,281.009,281.149,0.1399999999999863,65,11,36,2.35697078704834,0.13587484963262936,0.060000000000002274,3
have,281.189,281.369,0.1800000000000068,65,12,36,1.4601439237594604,0.08410072660800795,0.040000000000020464,4
it.,281.389,281.449,0.0600000000000022,65,13,36,1.395104169845581,0.08034595926274879,0.01999999999998181,3
The,281.489,281.569,0.0800000000000409,66,0,36,3.513855314108155,0.20266219095915955,0.0,3
only,281.609,281.73,0.1210000000000377,66,1,36,5.546803951263428,0.32002501443304765,0.03999999999996362,4
people,281.77,281.93,0.160000000000025,66,2,36,4.377248764038086,0.252506191540714,0.03999999999996362,6
who,281.95,282.01,0.0600000000000022,66,3,36,0.6901627779006958,0.039649450442912106,0.01999999999998181,3
don't,282.05,282.19,0.1399999999999863,66,4,36,1.6838968992233276,0.09701806277734146,0.040000000000020464,5
experience,282.21,282.61,0.4000000000000341,66,5,36,7.291592597961426,0.4207522626276714,0.01999999999998181,10
shame,282.63,282.851,0.2210000000000036,66,6,36,8.259048461914062,0.47660382213324437,0.01999999999998181,5
have,282.911,283.031,0.1200000000000045,66,7,36,5.400155067443848,0.31155892397222623,0.060000000000002274,4
no,283.071,283.191,0.1199999999999477,66,8,36,2.264739751815796,0.13055032027218383,0.040000000000020464,2
capacity,283.231,283.691,0.4599999999999795,66,9,36,5.797255992889404,0.334483696867423,0.040000000000020464,8
for,283.732,283.832,0.0999999999999659,66,10,36,0.7895486354827881,0.04538703015645072,0.04100000000005366,3
human,283.892,284.192,0.3000000000000113,66,11,36,7.020358085632324,0.4050938010174211,0.060000000000002274,5
empathy,284.732,285.073,0.3409999999999513,66,12,36,2.3169121742248535,0.1335622521476332,0.5400000000000205,7
or,285.133,285.213,0.0800000000000409,66,13,36,3.0140228271484375,0.1738066897126284,0.060000000000002274,2
connection.,285.253,285.713,0.4600000000000364,66,14,36,3.367415428161621,0.19420816601737415,0.03999999999996362,11
No,286.574,286.654,0.079999999999984,67,0,36,3.513855314108155,0.20266219095915955,0.0,2
one,286.694,286.774,0.079999999999984,67,1,36,2.3096842765808105,0.13314498313267562,0.040000000000020464,3
wants,286.814,286.955,0.1409999999999627,67,2,36,3.922194480895996,0.2262357513892235,0.040000000000020464,5
to,286.975,287.055,0.079999999999984,67,3,36,0.3437773585319519,0.019652501142614753,0.020000000000038654,2
talk,287.095,287.275,0.1799999999999499,67,4,36,3.968869686126709,0.22893032702777233,0.040000000000020464,4
about,287.315,287.535,0.2200000000000272,67,5,36,0.09714704751968384,0.005414448529959319,0.040000000000020464,5
it,287.595,287.655,0.0599999999999454,67,6,36,1.020128846168518,0.05869850496141617,0.060000000000002274,2
unless,287.715,288.036,0.3210000000000264,67,7,36,6.899845600128174,0.3981365738134842,0.060000000000002274,6
you,288.056,288.156,0.1000000000000227,67,8,36,1.4251906871795654,0.08208286424808747,0.01999999999998181,3
talk,288.176,288.336,0.160000000000025,67,9,36,4.443348407745361,0.2563221466879917,0.01999999999998181,4
about,288.356,288.496,0.1399999999999863,67,10,36,0.100534588098526,0.005610012411751046,0.01999999999998181,5
it,288.516,288.556,0.0399999999999636,67,11,36,0.03254103660583496,0.0016847213171536923,0.020000000000038654,2
the,288.576,288.656,0.079999999999984,67,12,36,7.247153282165527,0.41818676565458873,0.020000000000038654,3
more,288.676,288.776,0.1000000000000227,67,13,36,8.96109390258789,0.5171331466909692,0.01999999999998181,4
you,288.796,288.896,0.1000000000000227,67,14,36,0.8024039268493652,0.04612917054494189,0.01999999999998181,3
have,288.936,289.097,0.1610000000000013,67,15,36,3.783263683319092,0.21821522869961885,0.03999999999996362,4
it.,289.117,289.177,0.0600000000000022,67,16,36,1.8639652729034424,0.10741347187288139,0.020000000000038654,3
What,292.16,292.38,0.2199999999999704,68,0,36,3.513855314108155,0.20266219095915955,0.0,4
underpinned,293.12,293.861,0.7409999999999854,68,1,36,7.307793140411377,0.42168752551084754,0.7400000000000091,11
this,294.302,294.482,0.1800000000000068,68,2,36,2.075981378555298,0.11965323451442983,0.4410000000000309,4
"shame,",294.582,294.982,0.4000000000000341,68,3,36,7.351311683654785,0.4241998659680387,0.0999999999999659,6
this,295.202,295.363,0.1610000000000013,68,4,36,3.1675195693969727,0.18266810939391462,0.21999999999997044,4
I'm,295.503,295.663,0.160000000000025,68,5,36,5.925207138061523,0.34187036045039004,0.13999999999998636,3
not,295.703,295.903,0.2000000000000454,68,6,36,2.118774175643921,0.12212367739669257,0.03999999999996362,3
good,295.943,296.103,0.160000000000025,68,7,36,4.349533557891846,0.25090618316517765,0.03999999999996362,4
"enough,",296.163,296.464,0.3009999999999877,68,8,36,0.5187152624130249,0.029751726453499102,0.060000000000002274,7
which,297.324,297.445,0.1209999999999809,68,9,36,6.933998107910156,0.4001082098247197,0.8600000000000136,5
we,297.485,297.585,0.0999999999999659,68,10,36,4.107058048248291,0.236907988663393,0.040000000000020464,2
all,297.645,297.785,0.1400000000000432,68,11,36,2.131448984146118,0.12285539844739764,0.060000000000002274,3
know,297.825,297.965,0.1399999999999863,68,12,36,2.088224411010742,0.12036002898557005,0.03999999999996362,4
that,298.005,298.145,0.1399999999999863,68,13,36,3.9623160362243652,0.2285519825666576,0.040000000000020464,4
"feeling,",298.205,298.546,0.3410000000000082,68,14,36,4.512207508087158,0.2602974062151058,0.060000000000002274,8
I'm,298.686,298.806,0.1200000000000045,68,15,36,2.9367072582244873,0.16934323534808424,0.13999999999998636,3
not,298.846,298.986,0.1399999999999863,68,16,36,0.8159570097923279,0.046911594680943504,0.040000000000020464,3
blank,299.026,299.266,0.2400000000000091,68,17,36,12.227890968322754,0.7057264639758333,0.040000000000020464,5
"enough,",299.306,299.567,0.2610000000000241,68,18,36,0.7356305122375488,0.04227431837179434,0.03999999999996362,7
I'm,299.707,299.827,0.1200000000000045,68,19,36,0.683082103729248,0.039240680689622824,0.13999999999998636,3
not,299.867,299.967,0.0999999999999659,68,20,36,0.3742903470993042,0.021414026458818507,0.040000000000020464,3
